date,views,rooms,size,reconstructed,garage,balcony,price,new,location,top
2025-09-07,265,2.0,84.0,False,False,False,174900.0,False,Košice,True
2025-09-07,278,2.0,64.0,False,False,True,105000.0,False,Brezno,True
2025-09-07,394,2.0,59.0,False,False,True,224900.0,True,Košice,True
2025-09-07,1267,3.0,80.0,False,False,False,158000.0,False,Dolný Kubín,True
2025-09-07,212,3.0,60.0,False,False,True,158500.0,True,Senica,True
2025-08-22,403,2.0,51.0,True,False,True,119900.0,True,Poprad,False
2025-08-22,225,4.0,85.0,True,False,True,199000.0,False,Poprad,False
2025-08-22,325,3.0,57.0,True,False,True,105000.0,True,Nové Zámky,False
2025-08-22,452,0.0,66.0,True,False,False,79900.0,False,Banská Bystrica,False
2025-08-22,732,5.0,4.0,False,True,True,178900.0,True,Trnava,True
2025-08-22,71,4.0,40.0,False,False,True,320000.0,True,Piešťany,False
2025-08-22,99,3.0,28.0,False,False,False,250000.0,True,Piešťany,False
2025-08-22,102,3.0,75.0,True,False,True,63000.0,False,Lučenec,False
2025-08-22,436,2.0,48.0,True,False,False,168900.0,True,Bratislava,False
2025-08-22,201,3.0,116.0,True,False,False,499000.0,False,Bratislava,False
2025-08-22,226,2.0,52.0,True,False,False,39500.0,True,Rožňava,False
2025-08-22,239,1.0,48.0,True,False,True,269000.0,True,Bratislava,False
2025-08-22,109,3.0,68.0,True,False,True,130000.0,True,Dunajská Streda,False
2025-08-26,227,3.0,61.0,False,False,False,139000.0,False,Trenčín,False
2025-08-26,189,3.0,75.0,True,False,True,129999.0,True,Komárno,False
2025-08-26,271,1.0,49.0,True,False,True,114000.0,False,Trenčín,False
2025-08-26,174,3.0,77.0,True,False,True,88800.0,True,Bánovce nad Bebravou,False
2025-08-26,592,3.0,60.0,True,False,True,155000.0,False,Púchov,True
2025-08-26,139,3.0,85.0,False,False,True,120000.0,False,Vranov nad Topľou,False
2025-08-26,127,3.0,66.0,True,False,True,129000.0,False,Michalovce,False
2025-08-26,130,4.0,19.0,True,False,True,126900.0,False,Michalovce,False
2025-08-26,86,3.0,65.0,True,False,True,100000.0,False,Michalovce,False
2025-08-26,126,3.0,68.0,True,False,True,119900.0,False,Michalovce,False
2025-08-26,203,3.0,71.0,True,False,True,89900.0,False,Snina,False
2025-08-26,187,2.0,55.0,True,False,False,35000.0,False,Sobrance,False
2025-08-26,125,3.0,80.0,True,False,True,78900.0,False,Michalovce,False
2025-08-26,167,2.0,64.0,False,False,False,121900.0,True,Michalovce,False
2025-08-26,180,0.0,23.0,True,False,True,39900.0,False,Michalovce,False
2025-08-26,141,2.0,41.0,False,False,True,72900.0,True,Trebišov,False
